_id,Season,Lg,Team,W,L,W/L%,Finish,SRS,Pace,Rel Pace,ORtg,Rel ORtg,DRtg,Rel DRtg,Playoffs,Coaches,Top WS,teamId
ObjectId("5e8d4ffc4dc8a4da6f0f3a1b"),1986-87,NBA,Philadelphia 76ers*,45,37,0.549,2nd of 5,0.11,97.3,-3.5,108.3,0,108.5,0.2,Lost E. Conf. 1st Rnd.,M. Guokas (45-37),C. Barkley (12.0),27
ObjectId("5e8d4ffc4dc8a4da6f0f3a1c"),1985-86,NBA,Philadelphia 76ers*,54,28,0.659,2nd of 5,2.46,100.5,-1.6,108.6,1.4,106.3,-0.9,Lost E. Conf. Semis,M. Guokas (54-28),C. Barkley (10.8),27
ObjectId("5e8d4ffc4dc8a4da6f0f3a1d"),1977-78,NBA,Philadelphia 76ers*,55,27,0.671,1st of 5,4.87,108.4,1.7,105,4.1,100.3,-0.6,Lost E. Conf. Finals,G. Shue (2-4) B. Cunningham (53-23),J. Erving (9.1),27
ObjectId("5e8d4ffc4dc8a4da6f0f3a1e"),1983-84,NBA,Philadelphia 76ers*,52,30,0.634,2nd of 5,2.39,99.6,-1.8,106.8,-0.8,104.6,-3,Lost E. Conf. 1st Rnd.,B. Cunningham (52-30),J. Erving (10.1),27
ObjectId("5e8d4ffc4dc8a4da6f0f3a1f"),1976-77,NBA,Philadelphia 76ers*,50,32,0.61,1st of 5,3.78,108.3,1.8,101.2,1.7,97.6,-1.9,Lost Finals,G. Shue (50-32),J. Erving (11.5),27
ObjectId("5e8d4ffc4dc8a4da6f0f3a20"),1975-76,NBA,Philadelphia 76ers*,46,36,0.561,2nd of 4,0.33,107.5,2,98.2,-0.1,98,-0.3,Lost E. Conf. 1st Rnd.,G. Shue (46-36),D. Collins (10.0),27
ObjectId("5e8d4ffc4dc8a4da6f0f3a21"),1973-74,NBA,Philadelphia 76ers,25,57,0.305,4th of 4,-5.94,108.3,0.5,93.1,-4.6,99,1.3,,G. Shue (25-57),S. Mix (8.2),27
ObjectId("5e8d4ffc4dc8a4da6f0f3a22"),1971-72,NBA,Philadelphia 76ers,30,52,0.366,3rd of 4,-3.44,115.8,3.8,96.4,-1.5,99.5,1.6,,J. Ramsay (30-52),B. Cunningham (8.3),27
ObjectId("5e8d4ffc4dc8a4da6f0f3a23"),1970-71,NBA,Philadelphia 76ers*,47,35,0.573,2nd of 4,1.81,115.7,0.6,98.8,1.6,97.5,0.3,Lost E. Conf. Semis,J. Ramsay (47-35),A. Clark (11.4),27
ObjectId("5e8d4ffc4dc8a4da6f0f3a24"),1972-73,NBA,Philadelphia 76ers,9,73,0.11,4th of 4,-11.5,115.2,4.5,90.2,-6.6,100.6,3.8,,R. Rubin (4-47) K. Loughery (5-26),J. Block (3.4),27
ObjectId("5e8d4ffc4dc8a4da6f0f3a25"),1974-75,NBA,Philadelphia 76ers,34,48,0.415,4th of 4,-2.6,103.4,-1.1,95.8,-1.9,98.8,1.1,,G. Shue (34-48),D. Collins (7.7),27
ObjectId("5e8d4ffc4dc8a4da6f0f3a26"),1988-89,NBA,Philadelphia 76ers*,46,36,0.561,2nd of 6,1.68,98.5,-2.1,113,5.2,111.5,3.7,Lost E. Conf. 1st Rnd.,J. Lynam (46-36),C. Barkley (16.1),27
ObjectId("5e8d4ffc4dc8a4da6f0f3a27"),1969-70,NBA,Philadelphia 76ers*,42,40,0.512,4th of 7,3.32,120.9,3.8,100.5,1.5,97.7,-1.3,Lost E. Div. Semis,J. Ramsay (42-40),B. Cunningham (10.3),27
ObjectId("5e8d4ffc4dc8a4da6f0f3a28"),1968-69,NBA,Philadelphia 76ers*,55,27,0.671,2nd of 7,4.79,120.4,3.5,98.1,2.6,93.9,-1.6,Lost E. Div. Semis,J. Ramsay (55-27),H. Greer (9.9),27
ObjectId("5e8d4ffc4dc8a4da6f0f3a29"),1966-67,NBA,Philadelphia 76ers*,68,13,0.84,1st of 5,8.5,122.9,1.3,101.5,5.4,93.9,-2.2,Won Finals,A. Hannum (68-13),W. Chamberlain (21.9),27
ObjectId("5e8d4ffc4dc8a4da6f0f3a2a"),1965-66,NBA,Philadelphia 76ers*,55,25,0.688,1st of 4,4.16,122.8,1.4,95.3,0.4,91.5,-3.4,Lost E. Div. Finals,D. Schayes (55-25),W. Chamberlain (21.4),27
ObjectId("5e8d4ffc4dc8a4da6f0f3a2b"),1964-65,NBA,Philadelphia 76ers*,40,40,0.5,3rd of 4,-0.13,119.1,1.8,94.1,0.5,94.2,0.6,Lost E. Div. Finals,D. Schayes (40-40),W. Chamberlain (7.6),27
ObjectId("5e8d4ffc4dc8a4da6f0f3a2c"),1963-64,NBA,Philadelphia 76ers*,34,46,0.425,3rd of 4,-3.75,119.4,6.2,93.8,-0.8,97.5,2.9,Lost E. Div. Semis,D. Schayes (34-46),H. Greer (8.1),27
ObjectId("5e8d4ffc4dc8a4da6f0f3a2d"),1967-68,NBA,Philadelphia 76ers*,62,20,0.756,1st of 6,7.96,124.3,4.5,98.1,1.3,91.2,-5.6,Lost E. Div. Finals,A. Hannum (62-20),W. Chamberlain (20.4),27
ObjectId("5e8d4ffc4dc8a4da6f0f3a2e"),1962-63,NBA,Syracuse Nationals*,48,32,0.6,2nd of 4,3.4,123.3,8.3,98.4,2.5,95.3,-0.6,Lost E. Div. Semis,A. Hannum (48-32),H. Greer (8.2),27
ObjectId("5e8d4ffc4dc8a4da6f0f3a2f"),1961-62,NBA,Syracuse Nationals*,41,39,0.513,3rd of 4,2.24,128.8,7.5,93.4,-0.2,91.6,-2,Lost E. Div. Semis,A. Hannum (41-39),H. Greer (8.5),27
ObjectId("5e8d4ffc4dc8a4da6f0f3a30"),1960-61,NBA,Syracuse Nationals*,38,41,0.481,3rd of 4,1.93,129.1,5.6,93.6,1.5,91.9,-0.2,Lost E. Div. Finals,A. Hannum (38-41),L. Costello (8.6),27
ObjectId("5e8d4ffc4dc8a4da6f0f3a31"),1959-60,NBA,Syracuse Nationals*,45,30,0.6,3rd of 4,2.77,127.2,4.9,93.1,2,91,-0.1,Lost E. Div. Semis,P. Seymour (45-30),D. Schayes (9.5),27
ObjectId("5e8d4ffc4dc8a4da6f0f3a32"),1957-58,NBA,Syracuse Nationals*,41,31,0.569,2nd of 4,2.18,119.1,2.1,89.9,1.1,88.1,-0.7,Lost E. Div. Semis,P. Seymour (41-31),D. Schayes (13.7),27
ObjectId("5e8d4ffc4dc8a4da6f0f3a33"),1958-59,NBA,Syracuse Nationals*,35,37,0.486,3rd of 4,3.74,121,9,92.5,2.3,89.2,-1,Lost E. Div. Finals,P. Seymour (35-37),D. Schayes (9.4),27
ObjectId("5e8d4ffc4dc8a4da6f0f3a34"),1956-57,NBA,Syracuse Nationals*,38,34,0.528,2nd of 4,-1.03,112.3,7.4,88.3,-0.6,89.5,0.6,Lost E. Div. Finals,A. Cervi (4-8) P. Seymour (34-26),D. Schayes (12.5),27
ObjectId("5e8d4ffc4dc8a4da6f0f3a35"),1955-56,NBA,Syracuse Nationals*,35,37,0.486,3rd of 4,0.17,108.5,5.7,88,-2.3,88,-2.3,Lost E. Div. Finals,A. Cervi (35-37),D. Schayes (11.8),27
ObjectId("5e8d4ffc4dc8a4da6f0f3a36"),1954-55,NBA,Syracuse Nationals*,43,29,0.597,1st of 5,1.23,103.6,5.5,87.5,-2.3,86.2,-3.6,Won Finals,A. Cervi (43-29),D. Schayes (12.0),27
ObjectId("5e8d4ffc4dc8a4da6f0f3a37"),1953-54,NBA,Syracuse Nationals*,42,30,0.583,2nd of 5,4.27,93.5,9.9,88.2,0.7,83,-4.5,Lost Finals,A. Cervi (42-30),D. Schayes (14.8),27
ObjectId("5e8d4ffc4dc8a4da6f0f3a38"),1952-53,NBA,Syracuse Nationals*,47,24,0.662,2nd of 5,3.62,92.8,12.3,90.6,2.6,86,-1.7,Lost E. Div. Semis,A. Cervi (47-24),D. Schayes (13.1),27
ObjectId("5e8d4ffc4dc8a4da6f0f3a39"),1951-52,NBA,Syracuse Nationals*,40,26,0.606,1st of 5,3.94,96.1,10.3,89.2,2.3,84.6,-2.3,Lost E. Div. Finals,A. Cervi (40-26),D. Schayes (8.5),27
ObjectId("5e8d4ffc4dc8a4da6f0f3a3a"),1949-50,NBA,Syracuse Nationals*,51,13,0.797,1st of 6,6.48,,,,,,,Lost Finals,A. Cervi (51-13),D. Schayes (12.8),27
ObjectId("5e8d4ffc4dc8a4da6f0f3a3b"),1950-51,NBA,Syracuse Nationals*,32,34,0.485,4th of 6,0.62,98.1,12.6,86.4,1.3,85.9,0.8,Lost E. Div. Finals,A. Cervi (32-34),D. Schayes (10.3),27
ObjectId("5e8d4fffda926e134ab60b62"),2019-20,NBA,Phoenix Suns,26,39,0.4,4th of 5,-1.04,101.4,1.2,110.5,0.1,111.8,1.4,,M. Williams (26-39),D. Booker (6.0),28
ObjectId("5e8d4fffda926e134ab60b63"),2017-18,NBA,Phoenix Suns,21,61,0.256,5th of 5,-8.8,100.3,3,103.5,-5.1,112.8,4.2,,E. Watson (0-3) J. Triano (21-58),A. Len (4.5),28
ObjectId("5e8d4fffda926e134ab60b64"),2016-17,NBA,Phoenix Suns,24,58,0.293,5th of 5,-5.14,100.3,3.9,106.6,-2.2,112.2,3.4,,E. Watson (24-58),E. Bledsoe (5.3),28
ObjectId("5e8d4fffda926e134ab60b65"),2015-16,NBA,Phoenix Suns,23,59,0.28,4th of 5,-6.32,98.5,2.7,102.2,-4.2,109,2.6,,J. Hornacek (14-35) E. Watson (9-24),M. Teletović (3.8),28
ObjectId("5e8d4fffda926e134ab60b66"),2018-19,NBA,Phoenix Suns,19,63,0.232,5th of 5,-8.61,100.5,0.5,105.9,-4.5,115.1,4.7,,I. Kokoskov (19-63),D. Ayton (5.8),28
ObjectId("5e8d4fffda926e134ab60b67"),2013-14,NBA,Phoenix Suns,48,34,0.585,3rd of 5,3.02,95.8,1.9,109.5,2.8,106.7,0,,J. Hornacek (48-34),G. Dragić (10.3),28
ObjectId("5e8d4fffda926e134ab60b68"),2012-13,NBA,Phoenix Suns,25,57,0.305,5th of 5,-5.75,93.4,1.4,101.2,-4.7,108.1,2.2,,A. Gentry (13-28) L. Hunter (12-29),G. Dragić (5.7),28
ObjectId("5e8d4fffda926e134ab60b69"),2011-12,NBA,Phoenix Suns,33,33,0.5,3rd of 5,0.29,92.6,1.3,106.2,1.6,106.5,1.9,,A. Gentry (33-33),M. Gortat (7.6),28
ObjectId("5e8d4fffda926e134ab60b6a"),2010-11,NBA,Phoenix Suns,40,42,0.488,2nd of 5,-0.46,94.4,2.3,109.5,2.2,110.4,3.1,,A. Gentry (40-42),S. Nash (7.9),28
ObjectId("5e8d4fffda926e134ab60b6b"),2009-10,NBA,Phoenix Suns*,54,28,0.659,2nd of 5,4.67,95.3,2.6,115.3,7.7,110.2,2.6,Lost W. Conf. Finals,A. Gentry (54-28),A. Stoudemire (10.7),28
ObjectId("5e8d4fffda926e134ab60b6c"),2008-09,NBA,Phoenix Suns,46,36,0.561,2nd of 5,1.62,96,4.3,113.6,5.3,111.6,3.3,,T. Porter (28-23) A. Gentry (18-13),S. O'Neal (7.8),28
ObjectId("5e8d4fffda926e134ab60b6d"),2014-15,NBA,Phoenix Suns,39,43,0.476,3rd of 5,-0.38,96.3,2.4,105.3,-0.3,106.2,0.6,,J. Hornacek (39-43),E. Bledsoe (7.0),28
ObjectId("5e8d4fffda926e134ab60b6e"),2007-08,NBA,Phoenix Suns*,55,27,0.671,2nd of 5,5.14,96.7,4.3,113.3,5.8,108.1,0.6,Lost W. Conf. 1st Rnd.,M. D'Antoni (55-27),A. Stoudemire (14.6),28
ObjectId("5e8d4fffda926e134ab60b6f"),2006-07,NBA,Phoenix Suns*,61,21,0.744,1st of 5,7.28,95.6,3.7,113.9,7.4,106.4,-0.1,Lost W. Conf. Semis,M. D'Antoni (61-21),S. Nash (12.6),28
ObjectId("5e8d4fffda926e134ab60b70"),2005-06,NBA,Phoenix Suns*,54,28,0.659,1st of 5,5.48,95.8,5.3,111.5,5.3,105.8,-0.4,Lost W. Conf. Finals,M. D'Antoni (54-28),S. Marion (14.6),28
ObjectId("5e8d4fffda926e134ab60b71"),2003-04,NBA,Phoenix Suns,29,53,0.354,6th of 7,-2.94,92.6,2.5,101.4,-1.5,105.5,2.6,,F. Johnson (8-13) M. D'Antoni (21-40),S. Marion (9.1),28
ObjectId("5e8d4fffda926e134ab60b72"),2002-03,NBA,Phoenix Suns*,44,38,0.537,4th of 7,1.57,91.5,0.5,103.7,0.1,102.5,-1.1,Lost W. Conf. 1st Rnd.,F. Johnson (44-38),S. Marion (13.0),28
ObjectId("5e8d4fffda926e134ab60b73"),2001-02,NBA,Phoenix Suns,36,46,0.439,6th of 7,-0.3,91.4,0.7,103.3,-1.2,104,-0.5,,S. Skiles (25-26) F. Johnson (11-20),S. Marion (9.8),28
ObjectId("5e8d4fffda926e134ab60b74"),2000-01,NBA,Phoenix Suns*,51,31,0.622,3rd of 7,2.63,93.1,1.8,100.3,-2.7,98,-5,Lost W. Conf. 1st Rnd.,S. Skiles (51-31),S. Marion (11.7),28
ObjectId("5e8d4fffda926e134ab60b75"),1998-99,NBA,Phoenix Suns*,27,23,0.54,3rd of 7,2.15,90,1.1,105.8,3.6,103.3,1.1,Lost W. Conf. 1st Rnd.,D. Ainge (27-23),J. Kidd (8.1),28
ObjectId("5e8d4fffda926e134ab60b76"),1999-00,NBA,Phoenix Suns*,53,29,0.646,3rd of 7,5.24,94,0.9,104.6,0.5,99,-5.1,Lost W. Conf. Semis,D. Ainge (13-7) S. Skiles (40-22),C. Robinson (9.6),28
ObjectId("5e8d4fffda926e134ab60b77"),2004-05,NBA,Phoenix Suns*,62,20,0.756,1st of 5,7.08,95.9,5,114.5,8.4,107.1,1,Lost W. Conf. Finals,M. D'Antoni (62-20),A. Stoudemire (14.6),28
ObjectId("5e8d4fffda926e134ab60b78"),1995-96,NBA,Phoenix Suns*,41,41,0.5,4th of 7,0.28,93.2,1.4,110.3,2.7,110,2.4,Lost W. Conf. 1st Rnd.,P. Westphal (14-19) C. Fitzsimmons (27-22),C. Barkley (10.5),28
ObjectId("5e8d4fffda926e134ab60b79"),1996-97,NBA,Phoenix Suns*,40,42,0.488,4th of 7,0.21,93.2,3.1,109.3,2.6,108.6,1.9,Lost W. Conf. 1st Rnd.,C. Fitzsimmons (0-8) D. Ainge (40-34),K. Johnson (11.7),28
ObjectId("5e8d4fffda926e134ab60b7a"),1994-95,NBA,Phoenix Suns*,59,23,0.72,1st of 7,3.86,95.9,3,114.5,6.2,110.4,2.1,Lost W. Conf. Semis,P. Westphal (59-23),C. Barkley (10.6),28
ObjectId("5e8d4fffda926e134ab60b7b"),1993-94,NBA,Phoenix Suns*,56,26,0.683,2nd of 7,4.68,96.7,1.6,111.7,5.4,106.8,0.5,Lost W. Conf. Semis,P. Westphal (56-26),A. Green (9.3),28
ObjectId("5e8d4fffda926e134ab60b7c"),1992-93,NBA,Phoenix Suns*,62,20,0.756,1st of 7,6.27,99.8,3,113.3,5.3,106.7,-1.3,Lost Finals,P. Westphal (62-20),C. Barkley (14.4),28
ObjectId("5e8d4fffda926e134ab60b7d"),1997-98,NBA,Phoenix Suns*,56,26,0.683,3rd of 7,4.44,91.4,1.1,107.4,2.4,101.8,-3.2,Lost W. Conf. 1st Rnd.,D. Ainge (56-26),A. McDyess (9.4),28
ObjectId("5e8d4fffda926e134ab60b7e"),1991-92,NBA,Phoenix Suns*,53,29,0.646,3rd of 7,5.68,99.4,2.8,112.1,3.9,106.2,-2,Lost W. Conf. Semis,C. Fitzsimmons (53-29),J. Hornacek (11.6),28
ObjectId("5e8d4fffda926e134ab60b7f"),1990-91,NBA,Phoenix Suns*,55,27,0.671,3rd of 7,6.49,101,3.2,112.6,4.7,106.1,-1.8,Lost W. Conf. 1st Rnd.,C. Fitzsimmons (55-27),K. Johnson (12.7),28
ObjectId("5e8d4fffda926e134ab60b80"),1988-89,NBA,Phoenix Suns*,55,27,0.671,2nd of 7,6.84,104.5,3.9,113.1,5.3,105.7,-2.1,Lost W. Conf. Finals,C. Fitzsimmons (55-27),K. Johnson (12.2),28
ObjectId("5e8d4fffda926e134ab60b81"),1989-90,NBA,Phoenix Suns*,54,28,0.659,3rd of 7,7.09,100.7,2.4,113.1,5,106.2,-1.9,Lost W. Conf. Finals,C. Fitzsimmons (54-28),K. Johnson (11.6),28
ObjectId("5e8d4fffda926e134ab60b82"),1984-85,NBA,Phoenix Suns*,36,46,0.439,3rd of 6,-2.34,102.5,0.4,104.7,-3.2,106.8,-1.1,Lost W. Conf. 1st Rnd.,J. MacLeod (36-46),L. Nance (7.9),28
ObjectId("5e8d4fffda926e134ab60b83"),1985-86,NBA,Phoenix Suns,32,50,0.39,3rd of 6,-3.16,104.8,2.7,104.3,-2.9,107.2,0,,J. MacLeod (32-50),L. Nance (8.4),28
ObjectId("5e8d4fffda926e134ab60b84"),1986-87,NBA,Phoenix Suns,36,46,0.439,5th of 6,-2.63,102,1.2,108,-0.3,110.3,2,,J. MacLeod (22-34) D. Van Arsdale (14-12),L. Nance (10.2),28
ObjectId("5e8d4fffda926e134ab60b85"),1982-83,NBA,Phoenix Suns*,53,29,0.646,2nd of 6,4.61,101.6,-1.5,105.1,0.4,100.1,-4.6,Lost W. Conf. 1st Rnd.,J. MacLeod (53-29),L. Nance (10.5),28
ObjectId("5e8d4fffda926e134ab60b86"),1983-84,NBA,Phoenix Suns*,41,41,0.5,4th of 6,0.65,101.4,0,108.9,1.3,108,0.4,Lost W. Conf. Finals,J. MacLeod (41-41),L. Nance (9.8),28
ObjectId("5e8d4fffda926e134ab60b87"),1987-88,NBA,Phoenix Suns,28,54,0.341,4th of 6,-4.8,101.2,1.6,107,-1,111.4,3.4,,J. Wetzel (28-54),J. Hornacek (5.0),28
ObjectId("5e8d4fffda926e134ab60b88"),1981-82,NBA,Phoenix Suns*,46,36,0.561,3rd of 6,3.05,99.5,-1.4,105.8,-1.1,102.4,-4.5,Lost W. Conf. Semis,J. MacLeod (46-36),K. Macy (9.2),28
ObjectId("5e8d4fffda926e134ab60b89"),1980-81,NBA,Phoenix Suns*,57,25,0.695,1st of 6,4.83,104.7,2.9,104.6,-0.9,99.4,-6.1,Lost W. Conf. Semis,J. MacLeod (57-25),D. Johnson (8.4),28
ObjectId("5e8d4fffda926e134ab60b8a"),1979-80,NBA,Phoenix Suns*,55,27,0.671,3rd of 6,3.25,104.8,1.7,105.6,0.3,102.2,-3.1,Lost W. Conf. Semis,J. MacLeod (55-27),P. Westphal (10.5),28
ObjectId("5e8d4fffda926e134ab60b8b"),1977-78,NBA,Phoenix Suns*,49,33,0.598,2nd of 5,3.5,111.4,4.7,100.3,-0.6,97,-3.9,Lost W. Conf. 1st Rnd.,J. MacLeod (49-33),W. Davis (10.1),28
ObjectId("5e8d4fffda926e134ab60b8c"),1976-77,NBA,Phoenix Suns,34,48,0.415,5th of 5,0.64,106.6,0.1,98.1,-1.4,97.5,-2,,J. MacLeod (34-48),P. Westphal (9.6),28
ObjectId("5e8d4fffda926e134ab60b8d"),1975-76,NBA,Phoenix Suns*,42,40,0.512,3rd of 5,0.59,105.6,0.1,98.5,0.2,97.9,-0.4,Lost Finals,J. MacLeod (42-40),P. Westphal (9.6),28
ObjectId("5e8d4fffda926e134ab60b8e"),1974-75,NBA,Phoenix Suns,32,50,0.39,4th of 5,-2.36,104.3,-0.2,96.4,-1.3,98.6,0.9,,J. MacLeod (32-50),C. Perry (7.6),28
ObjectId("5e8d4fffda926e134ab60b8f"),1973-74,NBA,Phoenix Suns,30,52,0.366,4th of 5,-3.2,109.6,1.8,98.1,0.4,101.3,3.6,,J. MacLeod (30-52),D. Van Arsdale (7.0),28
ObjectId("5e8d4fffda926e134ab60b90"),1978-79,NBA,Phoenix Suns*,50,32,0.61,2nd of 6,3.55,108.5,2.7,105.7,1.9,102.4,-1.4,Lost W. Conf. Finals,J. MacLeod (50-32),P. Westphal (10.4),28
ObjectId("5e8d4fffda926e134ab60b91"),1972-73,NBA,Phoenix Suns,38,44,0.463,3rd of 5,-0.96,113,2.3,98.4,1.6,99.5,2.7,,B. van Breda Kolff (3-4) J. Colangelo (35-40),D. Van Arsdale (8.7),28
ObjectId("5e8d4fffda926e134ab60b92"),1971-72,NBA,Phoenix Suns,49,33,0.598,3rd of 4,5.57,113.7,1.7,101.3,3.4,96.5,-1.4,,C. Fitzsimmons (49-33),P. Silas (11.0),28
ObjectId("5e8d4fffda926e134ab60b93"),1970-71,NBA,Phoenix Suns,48,34,0.585,3rd of 4,2.33,115.3,0.2,98.2,1,96.6,-0.6,,C. Fitzsimmons (48-34),D. Van Arsdale (10.2),28
ObjectId("5e8d4fffda926e134ab60b94"),1969-70,NBA,Phoenix Suns*,39,43,0.476,4th of 7,-1.66,116.7,-0.4,101.6,2.6,103.1,4.1,Lost W. Div. Semis,R. Kerr (15-23) J. Colangelo (24-20),C. Hawkins (10.2),28
ObjectId("5e8d4fffda926e134ab60b95"),1968-69,NBA,Phoenix Suns,16,66,0.195,7th of 7,-8.26,118.4,1.5,93.8,-1.7,101.1,5.6,,R. Kerr (16-66),D. Van Arsdale (5.6),28
ObjectId("5e8d5002f82418bb97e1afaf"),2019-20,NBA,Portland Trail Blazers,29,37,0.439,4th of 5,-1.11,100.7,0.5,112.5,2.1,114.1,3.7,,T. Stotts (29-37),D. Lillard (9.6),29
ObjectId("5e8d5002f82418bb97e1afb0"),2017-18,NBA,Portland Trail Blazers*,49,33,0.598,1st of 5,2.6,96.5,-0.8,109.1,0.5,106.4,-2.2,Lost W. Conf. 1st Rnd.,T. Stotts (49-33),D. Lillard (12.6),29
ObjectId("5e8d5002f82418bb97e1afb1"),2018-19,NBA,Portland Trail Blazers*,53,29,0.646,2nd of 5,4.43,99.1,-0.9,114.7,4.3,110.5,0.1,Lost W. Conf. Finals,T. Stotts (53-29),D. Lillard (12.1),29
ObjectId("5e8d5002f82418bb97e1afb2"),2015-16,NBA,Portland Trail Blazers*,44,38,0.537,2nd of 5,0.98,96,0.2,108.8,2.4,108,1.6,Lost W. Conf. Semis,T. Stotts (44-38),D. Lillard (9.2),29
ObjectId("5e8d5002f82418bb97e1afb3"),2016-17,NBA,Portland Trail Blazers*,41,41,0.5,3rd of 5,-0.23,96.7,0.3,110.3,1.5,110.8,2,Lost W. Conf. 1st Rnd.,T. Stotts (41-41),D. Lillard (10.4),29
ObjectId("5e8d5002f82418bb97e1afb4"),2013-14,NBA,Portland Trail Blazers*,54,28,0.659,2nd of 5,4.44,94.9,1,111.5,4.8,107.4,0.7,Lost W. Conf. Semis,T. Stotts (54-28),D. Lillard (9.6),29
ObjectId("5e8d5002f82418bb97e1afb5"),2014-15,NBA,Portland Trail Blazers*,51,31,0.622,1st of 5,4.41,94.2,0.3,108.2,2.6,103.7,-1.9,Lost W. Conf. 1st Rnd.,T. Stotts (51-31),D. Lillard (10.6),29
ObjectId("5e8d5002f82418bb97e1afb6"),2012-13,NBA,Portland Trail Blazers,33,49,0.402,4th of 5,-2.53,91.4,-0.6,105.8,-0.1,109.2,3.3,,T. Stotts (33-49),L. Aldridge (7.2),29
ObjectId("5e8d5002f82418bb97e1afb7"),2011-12,NBA,Portland Trail Blazers,28,38,0.424,4th of 5,-0.22,91.2,-0.1,105.7,1.1,106.4,1.8,,N. McMillan (20-23) K. Canales (8-15),L. Aldridge (7.0),29
ObjectId("5e8d5002f82418bb97e1afb8"),2010-11,NBA,Portland Trail Blazers*,48,34,0.585,3rd of 5,1.85,87.9,-4.2,108.8,1.5,107.1,-0.2,Lost W. Conf. 1st Rnd.,N. McMillan (48-34),L. Aldridge (11.1),29
ObjectId("5e8d5002f82418bb97e1afb9"),2009-10,NBA,Portland Trail Blazers*,50,32,0.61,3rd of 5,3.18,87.7,-5,110.8,3.2,107.1,-0.5,Lost W. Conf. 1st Rnd.,N. McMillan (50-32),B. Roy (9.1),29
ObjectId("5e8d5002f82418bb97e1afba"),2008-09,NBA,Portland Trail Blazers*,54,28,0.659,2nd of 5,5,86.6,-5.1,113.9,5.6,107.8,-0.5,Lost W. Conf. 1st Rnd.,N. McMillan (54-28),B. Roy (13.5),29
ObjectId("5e8d5002f82418bb97e1afbb"),2007-08,NBA,Portland Trail Blazers,41,41,0.5,3rd of 5,-0.52,87.9,-4.5,107.3,-0.2,108.4,0.9,,N. McMillan (41-41),B. Roy (8.0),29
ObjectId("5e8d5002f82418bb97e1afbc"),2003-04,NBA,Portland Trail Blazers,41,41,0.5,3rd of 7,-0.58,86.2,-3.9,103.7,0.8,105.1,2.2,,M. Cheeks (41-41),Z. Randolph (7.1),29
ObjectId("5e8d5002f82418bb97e1afbd"),2005-06,NBA,Portland Trail Blazers,21,61,0.256,5th of 5,-8.91,87.6,-2.9,101.1,-5.1,111.9,5.7,,N. McMillan (21-61),S. Blake (2.8),29
ObjectId("5e8d5002f82418bb97e1afbe"),1998-99,NBA,Portland Trail Blazers*,35,15,0.7,1st of 7,5.67,89.2,0.3,104.8,2.6,97.7,-4.5,Lost W. Conf. Finals,M. Dunleavy (35-15),B. Grant (5.9),29
ObjectId("5e8d5002f82418bb97e1afbf"),2004-05,NBA,Portland Trail Blazers,27,55,0.329,4th of 5,-3.45,89.8,-1.1,103.2,-2.9,107.7,1.6,,M. Cheeks (22-33) K. Pritchard (5-22),D. Stoudamire (5.7),29
ObjectId("5e8d5002f82418bb97e1afc0"),1995-96,NBA,Portland Trail Blazers*,44,38,0.537,3rd of 7,2.21,92.6,0.8,106,-1.6,103.5,-4.1,Lost W. Conf. 1st Rnd.,P. Carlesimo (44-38),A. Sabonis (8.4),29
ObjectId("5e8d5002f82418bb97e1afc1"),2006-07,NBA,Portland Trail Blazers,32,50,0.39,3rd of 5,-3.78,88.3,-3.6,105.1,-1.4,109.9,3.4,,N. McMillan (32-50),Z. Randolph (5.7),29
ObjectId("5e8d5002f82418bb97e1afc2"),1994-95,NBA,Portland Trail Blazers*,44,38,0.537,4th of 7,3.8,93.8,0.9,109.7,1.4,105.7,-2.6,Lost W. Conf. 1st Rnd.,P. Carlesimo (44-38),C. Robinson (8.7),29
ObjectId("5e8d5002f82418bb97e1afc3"),1999-00,NBA,Portland Trail Blazers*,59,23,0.72,2nd of 7,6.36,89.9,-3.2,107.9,3.8,100.8,-3.3,Lost W. Conf. Finals,M. Dunleavy (59-23),S. Smith (10.4),29
ObjectId("5e8d5002f82418bb97e1afc4"),2002-03,NBA,Portland Trail Blazers*,50,32,0.61,3rd of 7,2.97,89.4,-1.6,105.5,1.9,102.6,-1,Lost W. Conf. 1st Rnd.,M. Cheeks (50-32),R. Wallace (8.5),29
ObjectId("5e8d5002f82418bb97e1afc5"),2000-01,NBA,Portland Trail Blazers*,50,32,0.61,4th of 7,4.52,89.1,-2.2,106.5,3.5,101.8,-1.2,Lost W. Conf. 1st Rnd.,M. Dunleavy (50-32),R. Wallace (11.0),29
ObjectId("5e8d5002f82418bb97e1afc6"),2001-02,NBA,Portland Trail Blazers*,49,33,0.598,3rd of 7,3.21,89.3,-1.4,107.4,2.9,104,-0.5,Lost W. Conf. 1st Rnd.,M. Cheeks (49-33),R. Wallace (9.7),29
ObjectId("5e8d5002f82418bb97e1afc7"),1996-97,NBA,Portland Trail Blazers*,49,33,0.598,3rd of 7,3.56,90.9,0.8,107.9,1.2,103.3,-3.4,Lost W. Conf. 1st Rnd.,P. Carlesimo (49-33),K. Anderson (12.4),29
ObjectId("5e8d5002f82418bb97e1afc8"),1997-98,NBA,Portland Trail Blazers*,46,36,0.561,4th of 7,0.83,90,-0.3,104,-1,102.4,-2.6,Lost W. Conf. 1st Rnd.,M. Dunleavy (46-36),A. Sabonis (9.7),29
