_id,Season,Lg,Team,W,L,W/L%,Finish,SRS,Pace,Rel Pace,ORtg,Rel ORtg,DRtg,Rel DRtg,Playoffs,Coaches,Top WS,teamId
ObjectId("5e8d4f4b9be312a2b401cc2e"),1986-87,NBA,Boston Celtics*,59,23,0.72,1st of 5,6.57,98.6,-2.2,113.5,5.2,106.8,-1.5,Lost Finals,K. Jones (59-23),L. Bird (15.2),2
ObjectId("5e8d4f4b9be312a2b401cc2f"),1990-91,NBA,Boston Celtics*,56,26,0.683,1st of 6,5.22,98.5,0.7,112.6,4.7,106.7,-1.2,Lost E. Conf. Semis,C. Ford (56-26),R. Parish (10.0),2
ObjectId("5e8d4f4b9be312a2b401cc30"),1984-85,NBA,Boston Celtics*,63,19,0.768,1st of 5,6.47,101.6,-0.5,112.8,4.9,106.3,-1.6,Lost Finals,K. Jones (63-19),L. Bird (15.7),2
ObjectId("5e8d4f4b9be312a2b401cc31"),1982-83,NBA,Boston Celtics*,56,26,0.683,2nd of 5,5.34,104,0.9,106.9,2.2,101.8,-2.9,Lost E. Conf. Semis,B. Fitch (56-26),L. Bird (14.0),2
ObjectId("5e8d4f4b9be312a2b401cc32"),1983-84,NBA,Boston Celtics*,62,20,0.756,1st of 5,6.42,99.7,-1.7,110.9,3.3,104.4,-3.2,Won Finals,K. Jones (62-20),L. Bird (13.6),2
ObjectId("5e8d4f4b9be312a2b401cc33"),1981-82,NBA,Boston Celtics*,63,19,0.768,1st of 5,6.35,101.5,0.6,109.8,2.9,103.5,-3.4,Lost E. Conf. Finals,B. Fitch (63-19),L. Bird (12.5),2
ObjectId("5e8d4f4b9be312a2b401cc34"),1980-81,NBA,Boston Celtics*,62,20,0.756,1st of 5,6.05,100.8,-1,108.4,2.9,102.6,-2.9,Won Finals,B. Fitch (62-20),C. Maxwell (11.0),2
ObjectId("5e8d4f4b9be312a2b401cc35"),1979-80,NBA,Boston Celtics*,61,21,0.744,1st of 5,7.37,102.6,-0.5,109.4,4.1,101.9,-3.4,Lost E. Conf. Finals,B. Fitch (61-21),C. Maxwell (12.2),2
ObjectId("5e8d4f4b9be312a2b401cc36"),1978-79,NBA,Boston Celtics,29,53,0.354,5th of 5,-4.78,106.5,0.7,101.6,-2.2,106.4,2.6,,T. Sanders (2-12) D. Cowens (27-41),C. Maxwell (11.7),2
ObjectId("5e8d4f4b9be312a2b401cc37"),1977-78,NBA,Boston Celtics,32,50,0.39,3rd of 5,-1.86,105.9,-0.8,99.1,-1.8,100.9,0,,T. Heinsohn (11-23) T. Sanders (21-27),D. Cowens (10.8),2
ObjectId("5e8d4f4b9be312a2b401cc38"),1976-77,NBA,Boston Celtics*,44,38,0.537,2nd of 5,-1.9,107.5,1,96.5,-3,98.3,-1.2,Lost E. Conf. Semis,T. Heinsohn (44-38),J. White (6.5),2
ObjectId("5e8d4f4b9be312a2b401cc39"),1975-76,NBA,Boston Celtics*,54,28,0.659,1st of 4,2.25,106.9,1.4,98.9,0.6,96.7,-1.6,Won Finals,T. Heinsohn (54-28),D. Cowens (10.7),2
ObjectId("5e8d4f4b9be312a2b401cc3a"),1974-75,NBA,Boston Celtics*,60,22,0.732,1st of 4,5.4,106.1,1.6,100,2.3,94.7,-3,Lost E. Conf. Finals,T. Heinsohn (60-22),J. Havlicek (9.7),2
ObjectId("5e8d4f4b9be312a2b401cc3b"),1972-73,NBA,Boston Celtics*,68,14,0.829,1st of 4,7.35,114.5,3.8,98.1,1.3,91,-5.8,Lost E. Conf. Finals,T. Heinsohn (68-14),J. Havlicek (12.1),2
ObjectId("5e8d4f4b9be312a2b401cc3c"),1973-74,NBA,Boston Celtics*,56,26,0.683,1st of 4,3.42,110,2.2,98.6,0.9,95.1,-2.6,Won Finals,T. Heinsohn (56-26),J. Havlicek (9.7),2
ObjectId("5e8d4f4b9be312a2b401cc3d"),1971-72,NBA,Boston Celtics*,56,26,0.683,1st of 4,4.38,116.1,4.1,99.3,1.4,95.2,-2.7,Lost E. Conf. Finals,T. Heinsohn (56-26),J. Havlicek (12.4),2
ObjectId("5e8d4f4b9be312a2b401cc3e"),1969-70,NBA,Boston Celtics,34,48,0.415,6th of 7,-1.6,117.5,0.4,97.3,-1.7,98.9,-0.1,,T. Heinsohn (34-48),J. Havlicek (10.6),2
ObjectId("5e8d4f4b9be312a2b401cc3f"),1970-71,NBA,Boston Celtics,44,38,0.537,3rd of 4,2.3,120.2,5.1,97,-0.2,95.3,-1.9,,T. Heinsohn (44-38),J. Havlicek (12.5),2
ObjectId("5e8d4f4b9be312a2b401cc40"),1967-68,NBA,Boston Celtics*,54,28,0.659,2nd of 6,3.87,121.1,1.3,95.7,-1.1,92.4,-4.4,Won Finals,B. Russell (54-28),B. Howell (10.1),2
ObjectId("5e8d4f4b9be312a2b401cc41"),1968-69,NBA,Boston Celtics*,48,34,0.585,4th of 7,5.35,117.5,0.6,93.8,-1.7,89.1,-6.4,Won Finals,B. Russell (48-34),B. Howell (11.3),2
ObjectId("5e8d4f4b9be312a2b401cc42"),1966-67,NBA,Boston Celtics*,60,21,0.741,2nd of 5,7.24,121.2,-0.4,97.5,1.4,91,-5.1,Lost E. Div. Finals,B. Russell (60-21),B. Russell (12.2),2
ObjectId("5e8d4f4b9be312a2b401cc43"),1964-65,NBA,Boston Celtics*,62,18,0.775,1st of 4,7.46,123.6,6.3,90.9,-2.7,84.2,-9.4,Won Finals,R. Auerbach (62-18),B. Russell (16.9),2
ObjectId("5e8d4f4b9be312a2b401cc44"),1965-66,NBA,Boston Celtics*,54,26,0.675,2nd of 4,4.34,122,0.6,92.3,-2.6,88.3,-6.6,Won Finals,R. Auerbach (54-26),B. Russell (11.7),2
ObjectId("5e8d4f4b9be312a2b401cc45"),1962-63,NBA,Boston Celtics*,58,22,0.725,1st of 4,6.38,127.3,12.3,93,-2.9,87.4,-8.5,Won Finals,R. Auerbach (58-22),B. Russell (13.5),2
ObjectId("5e8d4f4b9be312a2b401cc46"),1963-64,NBA,Boston Celtics*,59,21,0.738,1st of 4,6.93,125,11.8,90.1,-4.5,83.8,-10.8,Won Finals,R. Auerbach (59-21),B. Russell (17.3),2
ObjectId("5e8d4f4b9be312a2b401cc47"),1961-62,NBA,Boston Celtics*,60,20,0.75,1st of 4,8.25,130.8,9.5,92.1,-1.5,85.1,-8.5,Won Finals,R. Auerbach (60-20),B. Russell (15.5),2
ObjectId("5e8d4f4b9be312a2b401cc48"),1960-61,NBA,Boston Celtics*,57,22,0.722,1st of 4,4.94,134.4,10.9,88.7,-3.4,84.5,-7.6,Won Finals,R. Auerbach (57-22),B. Russell (13.0),2
ObjectId("5e8d4f4b9be312a2b401cc49"),1958-59,NBA,Boston Celtics*,52,20,0.722,1st of 4,5.84,128.7,16.7,89.5,-0.7,84.5,-5.7,Won Finals,R. Auerbach (52-20),B. Russell (12.9),2
ObjectId("5e8d4f4b9be312a2b401cc4a"),1959-60,NBA,Boston Celtics*,59,16,0.787,1st of 4,7.62,136.3,14,91,-0.1,84.9,-6.2,Won Finals,R. Auerbach (59-16),B. Russell (13.8),2
ObjectId("5e8d4f4b9be312a2b401cc4b"),1957-58,NBA,Boston Celtics*,49,23,0.681,1st of 4,5.02,124.8,7.8,88,-0.8,83.6,-5.2,Lost Finals,R. Auerbach (49-23),B. Russell (11.3),2
ObjectId("5e8d4f4b9be312a2b401cc4c"),1956-57,NBA,Boston Celtics*,44,28,0.611,1st of 4,4.78,118,13.1,88.5,-0.4,84,-4.9,Won Finals,R. Auerbach (44-28),B. Sharman (10.4),2
ObjectId("5e8d4f4b9be312a2b401cc4d"),1955-56,NBA,Boston Celtics*,39,33,0.542,2nd of 4,0.72,114.5,11.7,92.2,1.9,91.7,1.4,Lost E. Div. Semis,R. Auerbach (39-33),B. Sharman (8.8),2
ObjectId("5e8d4f4b9be312a2b401cc4e"),1953-54,NBA,Boston Celtics*,42,30,0.583,3rd of 5,1.97,93,9.4,92.5,5,90,2.5,Lost E. Div. Finals,R. Auerbach (42-30),E. Macauley (14.6),2
ObjectId("5e8d4f4b9be312a2b401cc4f"),1952-53,NBA,Boston Celtics*,46,25,0.648,3rd of 5,1.94,94.7,14.2,91.7,3.7,89.3,1.6,Lost E. Div. Finals,R. Auerbach (46-25),E. Macauley (14.5),2
ObjectId("5e8d4f4b9be312a2b401cc50"),1951-52,NBA,Boston Celtics*,39,27,0.591,2nd of 5,3.6,100,14.2,90.4,3.5,86.4,-0.5,Lost E. Div. Semis,R. Auerbach (39-27),E. Macauley (13.8),2
ObjectId("5e8d4f4b9be312a2b401cc51"),1950-51,NBA,Boston Celtics*,39,30,0.565,2nd of 6,-0.41,95.9,10.4,87.3,2.2,87.6,2.5,Lost E. Div. Semis,R. Auerbach (39-30),E. Macauley (15.9),2
ObjectId("5e8d4f4b9be312a2b401cc52"),1954-55,NBA,Boston Celtics*,36,36,0.5,3rd of 5,-0.03,108.6,10.5,93,3.2,93,3.2,Lost E. Div. Finals,R. Auerbach (36-36),E. Macauley (8.9),2
ObjectId("5e8d4f4b9be312a2b401cc53"),1949-50,NBA,Boston Celtics,22,46,0.324,6th of 6,-1.73,,,,,,,,A. Julian (22-46),B. Kinney (4.8),2
ObjectId("5e8d4f4b9be312a2b401cc54"),1948-49,BAA,Boston Celtics,25,35,0.417,5th of 6,-2.76,,,,,,,,A. Julian (25-35),J. Seminoff (5.4),2
ObjectId("5e8d4f4b9be312a2b401cc55"),1947-48,BAA,Boston Celtics*,20,28,0.417,3rd of 4,-3.76,,,,,,,Lost Quarterfinals,J. Russell (20-28),E. Sadowski (9.3),2
ObjectId("5e8d4f4b9be312a2b401cc56"),1946-47,BAA,Boston Celtics,22,38,0.367,5th of 6,-4.45,,,,,,,,J. Russell (22-38),C. Simmons (6.1),2
ObjectId("5e8d4f507430dbdb3b7dc936"),2016-17,NBA,Brooklyn Nets,20,62,0.244,5th of 5,-6.74,101.3,4.9,104.1,-4.7,110.7,1.9,,K. Atkinson (20-62),B. Lopez (4.9),4
ObjectId("5e8d4f507430dbdb3b7dc937"),2019-20,NBA,Brooklyn Nets,30,34,0.469,4th of 5,-1.18,101.2,1,108.1,-2.3,108.7,-1.7,,K. Atkinson (28-34) J. Vaughn (2-0),J. Allen (7.1),4
ObjectId("5e8d4f507430dbdb3b7dc938"),2011-12,NBA,New Jersey Nets,22,44,0.333,5th of 5,-6.37,90.1,-1.2,102.9,-1.7,109.6,5,,A. Johnson (22-44),K. Humphries (5.3),4
ObjectId("5e8d4f507430dbdb3b7dc939"),2010-11,NBA,New Jersey Nets,24,58,0.293,4th of 5,-6.28,89.9,-2.2,103.1,-4.2,109.9,2.6,,A. Johnson (24-58),B. Lopez (6.3),4
ObjectId("5e8d4f507430dbdb3b7dc93a"),2009-10,NBA,New Jersey Nets,12,70,0.146,5th of 5,-8.93,91.4,-1.3,100.6,-7,110.5,2.9,,L. Frank (0-16) T. Barrise (0-2) K. Vandeweghe (12-52),B. Lopez (7.9),4
ObjectId("5e8d4f507430dbdb3b7dc93b"),2008-09,NBA,New Jersey Nets,34,48,0.415,3rd of 5,-2.31,89.9,-1.8,108.3,0,111,2.7,,L. Frank (34-48),V. Carter (7.5),4
ObjectId("5e8d4f507430dbdb3b7dc93c"),2007-08,NBA,New Jersey Nets,34,48,0.415,4th of 5,-5.15,91.5,-0.9,104,-3.5,109.4,1.9,,L. Frank (34-48),V. Carter (7.7),4
ObjectId("5e8d4f507430dbdb3b7dc93d"),2006-07,NBA,New Jersey Nets*,41,41,0.5,2nd of 5,-1,91.4,-0.5,105.7,-0.8,106.6,0.1,Lost E. Conf. Semis,L. Frank (41-41),V. Carter (10.5),4
ObjectId("5e8d4f507430dbdb3b7dc93e"),2005-06,NBA,New Jersey Nets*,49,33,0.598,1st of 5,1.11,89.8,-0.7,103.9,-2.3,102.4,-3.8,Lost E. Conf. Semis,L. Frank (49-33),R. Jefferson (11.7),4
ObjectId("5e8d4f507430dbdb3b7dc93f"),2004-05,NBA,New Jersey Nets*,42,40,0.512,3rd of 5,-1.82,89.1,-1.8,101.4,-4.7,103.1,-3,Lost E. Conf. 1st Rnd.,L. Frank (42-40),V. Carter (8.5),4
ObjectId("5e8d4f507430dbdb3b7dc940"),2017-18,NBA,Brooklyn Nets,28,54,0.341,5th of 5,-3.67,98.9,1.6,106.9,-1.7,110.6,2,,K. Atkinson (28-54),S. Dinwiddie (5.7),4
ObjectId("5e8d4f507430dbdb3b7dc941"),2018-19,NBA,Brooklyn Nets*,42,40,0.512,4th of 5,-0.4,100.8,0.8,109.6,-0.8,109.7,-0.7,Lost E. Conf. 1st Rnd.,K. Atkinson (42-40),J. Allen (7.6),4
ObjectId("5e8d4f507430dbdb3b7dc942"),2014-15,NBA,Brooklyn Nets*,38,44,0.463,3rd of 5,-3.13,92.7,-1.2,104.4,-1.2,107.4,1.8,Lost E. Conf. 1st Rnd.,L. Hollins (38-44),B. Lopez (7.0),4
ObjectId("5e8d4f507430dbdb3b7dc943"),2000-01,NBA,New Jersey Nets,26,56,0.317,6th of 7,-5.3,91.8,0.5,100,-3,105.5,2.5,,B. Scott (26-56),S. Marbury (7.8),4
ObjectId("5e8d4f507430dbdb3b7dc944"),2015-16,NBA,Brooklyn Nets,21,61,0.256,4th of 5,-7.12,95.2,-0.6,103.2,-3.2,110.9,4.5,,L. Hollins (10-27) T. Brown (11-34),B. Lopez (6.2),4
ObjectId("5e8d4f507430dbdb3b7dc945"),2013-14,NBA,Brooklyn Nets*,44,38,0.537,2nd of 5,-1.58,91.4,-2.5,106.7,0,107.7,1,Lost E. Conf. Semis,J. Kidd (44-38),D. Williams (5.4),4
ObjectId("5e8d4f507430dbdb3b7dc946"),2001-02,NBA,New Jersey Nets*,52,30,0.634,1st of 7,3.67,91.8,1.1,104,-0.5,99.5,-5,Lost Finals,B. Scott (52-30),J. Kidd (8.9),4
ObjectId("5e8d4f507430dbdb3b7dc947"),2002-03,NBA,New Jersey Nets*,49,33,0.598,1st of 7,4.42,91.6,0.6,103.8,0.2,98.1,-5.5,Lost Finals,B. Scott (49-33),J. Kidd (11.3),4
ObjectId("5e8d4f507430dbdb3b7dc948"),1998-99,NBA,New Jersey Nets,16,34,0.32,7th of 7,-3.2,91.5,2.6,99.5,-2.7,103.6,1.4,,J. Calipari (3-17) D. Casey (13-17),S. Marbury (4.0),4
ObjectId("5e8d4f507430dbdb3b7dc949"),1999-00,NBA,New Jersey Nets,31,51,0.378,6th of 7,-1.18,92.5,-0.6,105.1,1,106.3,2.2,,D. Casey (31-51),S. Marbury (7.4),4
ObjectId("5e8d4f507430dbdb3b7dc94a"),2003-04,NBA,New Jersey Nets*,47,35,0.573,1st of 7,1.88,89.4,-0.7,100.8,-2.1,98,-4.9,Lost E. Conf. Semis,B. Scott (22-20) L. Frank (25-15),R. Jefferson (11.0),4
ObjectId("5e8d4f507430dbdb3b7dc94b"),1997-98,NBA,New Jersey Nets*,43,39,0.524,3rd of 7,1.88,91,0.7,108.3,3.3,106.6,1.6,Lost E. Conf. 1st Rnd.,J. Calipari (43-39),K. Kittles (8.4),4
ObjectId("5e8d4f507430dbdb3b7dc94c"),1996-97,NBA,New Jersey Nets,26,56,0.317,5th of 7,-3.89,92.4,2.3,104.7,-2,109.7,3,,J. Calipari (26-56),K. Gill (8.8),4
ObjectId("5e8d4f507430dbdb3b7dc94d"),2012-13,NBA,Brooklyn Nets*,49,33,0.598,2nd of 5,1.25,88.8,-3.2,108.2,2.3,106.2,0.3,Lost E. Conf. 1st Rnd.,A. Johnson (14-14) P. Carlesimo (35-19),D. Williams (10.9),4
ObjectId("5e8d4f507430dbdb3b7dc94e"),1994-95,NBA,New Jersey Nets,30,52,0.366,5th of 7,-3.28,92.3,-0.6,105.2,-3.1,108.6,0.3,,B. Beard (30-52),K. Anderson (6.8),4
ObjectId("5e8d4f507430dbdb3b7dc94f"),1993-94,NBA,New Jersey Nets*,45,37,0.549,3rd of 7,2.11,95.5,0.4,107.2,0.9,104.9,-1.4,Lost E. Conf. 1st Rnd.,C. Daly (45-37),D. Coleman (9.9),4
ObjectId("5e8d4f507430dbdb3b7dc950"),1992-93,NBA,New Jersey Nets*,43,39,0.524,3rd of 7,1.2,96,-0.8,106.5,-1.5,105.2,-2.8,Lost E. Conf. 1st Rnd.,C. Daly (43-39),D. Coleman (9.5),4
ObjectId("5e8d4f507430dbdb3b7dc951"),1991-92,NBA,New Jersey Nets*,40,42,0.488,3rd of 7,-1.54,98,1.4,107,-1.2,108.7,0.5,Lost E. Conf. 1st Rnd.,B. Fitch (40-42),D. Petrović (7.7),4
ObjectId("5e8d4f507430dbdb3b7dc952"),1995-96,NBA,New Jersey Nets,30,52,0.366,6th of 7,-4.14,90.9,-0.9,101.9,-5.7,106.5,-1.1,,B. Beard (30-52),A. Gilliam (6.7),4
ObjectId("5e8d4f507430dbdb3b7dc953"),1990-91,NBA,New Jersey Nets,26,56,0.317,5th of 6,-4.53,99.3,1.5,102.9,-5,107.4,-0.5,,B. Fitch (26-56),D. Coleman (5.8),4
ObjectId("5e8d4f507430dbdb3b7dc954"),1989-90,NBA,New Jersey Nets,17,65,0.207,6th of 6,-7.82,99.3,1,100.7,-7.4,108.6,0.5,,B. Fitch (17-65),S. Bowie (4.7),4
ObjectId("5e8d4f507430dbdb3b7dc955"),1985-86,NBA,New Jersey Nets*,39,43,0.476,4th of 5,-1.39,103.3,1.2,105,-2.2,106.9,-0.3,Lost E. Conf. 1st Rnd.,D. Wohl (39-43),M. Gminski (9.2),4
ObjectId("5e8d4f507430dbdb3b7dc956"),1987-88,NBA,New Jersey Nets,19,63,0.232,5th of 5,-6.98,98.6,-1,101.4,-6.6,109.6,1.6,,D. Wohl (2-13) B. MacKinnon (10-29) W. Reed (7-21),B. Williams (7.6),4
ObjectId("5e8d4f507430dbdb3b7dc957"),1988-89,NBA,New Jersey Nets,26,56,0.317,5th of 6,-5.69,100.1,-0.5,103,-4.8,109.3,1.5,,W. Reed (26-56),L. Conner (6.2),4
ObjectId("5e8d4f507430dbdb3b7dc958"),1986-87,NBA,New Jersey Nets,24,58,0.293,4th of 5,-4.42,101.8,1,105.6,-2.7,110.5,2.2,,D. Wohl (24-58),B. Williams (7.9),4
ObjectId("5e8d4f507430dbdb3b7dc959"),1983-84,NBA,New Jersey Nets*,45,37,0.549,4th of 5,1.27,103,1.6,106.1,-1.5,105,-2.6,Lost E. Conf. Semis,S. Albeck (45-37),D. Dawkins (7.9),4
ObjectId("5e8d4f507430dbdb3b7dc95a"),1984-85,NBA,New Jersey Nets*,42,40,0.512,3rd of 5,0.64,101,-1.1,107.9,0,107.7,-0.2,Lost E. Conf. 1st Rnd.,S. Albeck (42-40),M. Richardson (8.7),4
ObjectId("5e8d4f507430dbdb3b7dc95b"),1981-82,NBA,New Jersey Nets*,44,38,0.537,3rd of 5,0.87,103.1,2.2,103,-3.9,102.3,-4.6,Lost E. Conf. 1st Rnd.,L. Brown (44-38),B. Williams (8.9),4
ObjectId("5e8d4f507430dbdb3b7dc95c"),1982-83,NBA,New Jersey Nets*,49,33,0.598,3rd of 5,2.77,104,0.9,101.6,-3.1,98.9,-5.8,Lost E. Conf. 1st Rnd.,L. Brown (47-29) B. Blair (2-4),B. Williams (11.4),4
ObjectId("5e8d4f507430dbdb3b7dc95d"),1978-79,NBA,New Jersey Nets*,37,45,0.451,3rd of 5,-4,109.5,3.7,98,-5.8,101.8,-2,Lost E. Conf. 1st Rnd.,K. Loughery (37-45),B. King (6.5),4
ObjectId("5e8d4f507430dbdb3b7dc95e"),1979-80,NBA,New Jersey Nets,34,48,0.415,5th of 5,-0.98,106.1,3,101.5,-3.8,102.5,-2.8,,K. Loughery (34-48),M. Newlin (6.5),4
ObjectId("5e8d4f507430dbdb3b7dc95f"),1977-78,NBA,New Jersey Nets,24,58,0.293,5th of 5,-5.61,110.9,4.2,95,-5.9,100.2,-0.7,,K. Loughery (24-58),B. King (5.9),4
ObjectId("5e8d4f507430dbdb3b7dc960"),1976-77,NBA,New York Nets,22,60,0.268,5th of 5,-6.54,103.7,-2.8,92.2,-7.3,98.7,-0.8,,K. Loughery (22-60),J. van Breda Kolff (4.5),4
ObjectId("5e8d4f507430dbdb3b7dc961"),1975-76,ABA,New York Nets*,55,29,0.655,2nd of 0,2.56,105.9,-1,104.4,0.3,101.7,-2.4,Won Finals,K. Loughery (55-29),J. Erving (17.7),4
ObjectId("5e8d4f507430dbdb3b7dc962"),1974-75,ABA,New York Nets*,58,26,0.69,2nd of 5,6.58,103.4,0.3,106.3,1.6,98.9,-5.8,Lost E. Div. Semis,K. Loughery (58-26),J. Erving (17.6),4
ObjectId("5e8d4f507430dbdb3b7dc963"),1973-74,ABA,New York Nets*,55,29,0.655,1st of 5,4.8,105,2.4,103.5,0.5,98.4,-4.6,Won Finals,K. Loughery (55-29),J. Erving (16.5),4
ObjectId("5e8d4f507430dbdb3b7dc964"),1980-81,NBA,New Jersey Nets,24,58,0.293,5th of 5,-5.15,105.2,3.4,101,-4.5,106.7,1.2,,K. Loughery (12-23) B. MacKinnon (12-35),M. Newlin (6.1),4
ObjectId("5e8d4f507430dbdb3b7dc965"),1972-73,ABA,New York Nets*,30,54,0.357,4th of 5,-5.8,104.5,-4.8,98.8,-3,105,3.2,Lost E. Div. Semis,L. Carnesecca (30-54),B. Paultz (5.6),4
ObjectId("5e8d4f507430dbdb3b7dc966"),1971-72,ABA,New York Nets*,44,40,0.524,3rd of 6,0.21,108.8,-3.1,102.3,1.7,101.9,1.3,Lost Finals,L. Carnesecca (44-40),R. Barry (11.1),4
ObjectId("5e8d4f507430dbdb3b7dc967"),1969-70,ABA,New York Nets*,39,45,0.464,4th of 6,-1.02,107.2,-2,100.7,-2,101.5,-1.2,Lost E. Div. Semis,Y. Larese (39-45),L. Tart (10.9),4
ObjectId("5e8d4f507430dbdb3b7dc968"),1970-71,ABA,New York Nets*,40,44,0.476,3rd of 6,-0.86,107.3,-3.8,103,-2,103.5,-1.5,Lost E. Div. Semis,L. Carnesecca (40-44),R. Barry (8.1),4
ObjectId("5e8d4f507430dbdb3b7dc969"),1968-69,ABA,New York Nets,17,61,0.218,5th of 5,-7.89,109.4,0,98.4,-5.6,106.3,2.3,,M. Zaslofsky (17-61),W. Simon (3.4),4
ObjectId("5e8d4f507430dbdb3b7dc96a"),1967-68,ABA,New Jersey Americans,36,42,0.462,5th of 5,-1.13,108.2,1.2,102.2,0.9,103.7,2.4,,M. Zaslofsky (36-42),D. Anderson (7.9),4
ObjectId("5e8d4f75c8dcba66974a3290"),2019-20,NBA,Charlotte Hornets,23,42,0.354,4th of 5,-6.88,95.8,-4.4,106.3,-4.1,113.3,2.9,,J. Borrego (23-42),C. Zeller (3.6),5
ObjectId("5e8d4f75c8dcba66974a3291"),2011-12,NBA,Charlotte Bobcats,7,59,0.106,5th of 5,-13.96,91.1,-0.2,95.2,-9.4,110.4,5.8,,P. Silas (7-59),D. Brown (2.3),5
ObjectId("5e8d4f75c8dcba66974a3292"),2010-11,NBA,Charlotte Bobcats,34,48,0.415,4th of 5,-4.08,89.6,-2.5,103.4,-3.9,107.8,0.5,,L. Brown (9-19) P. Silas (25-29),D. Augustin (6.2),5
ObjectId("5e8d4f75c8dcba66974a3293"),2017-18,NBA,Charlotte Hornets,36,46,0.439,3rd of 5,0.07,98.4,1.1,109.4,0.8,109.1,0.5,,S. Clifford (36-46),K. Walker (8.6),5
ObjectId("5e8d4f75c8dcba66974a3294"),2009-10,NBA,Charlotte Bobcats*,44,38,0.537,4th of 5,1.3,90.4,-2.3,104.4,-3.2,102.8,-4.8,Lost E. Conf. 1st Rnd.,L. Brown (44-38),G. Wallace (11.5),5
ObjectId("5e8d4f75c8dcba66974a3295"),2008-09,NBA,Charlotte Bobcats,35,47,0.427,4th of 5,-1.2,88.3,-3.4,104.7,-3.6,106.1,-2.2,,L. Brown (35-47),G. Wallace (9.5),5
ObjectId("5e8d4f75c8dcba66974a3296"),2006-07,NBA,Charlotte Bobcats,33,49,0.402,4th of 5,-3.97,92,0.1,103.6,-2.9,107.6,1.1,,B. Bickerstaff (33-49),G. Wallace (7.7),5
ObjectId("5e8d4f75c8dcba66974a3297"),2007-08,NBA,Charlotte Bobcats,32,50,0.39,4th of 5,-4.49,91.8,-0.6,104.6,-2.9,109.4,1.9,,S. Vincent (32-50),J. Richardson (7.4),5
ObjectId("5e8d4f75c8dcba66974a3298"),2004-05,NBA,Charlotte Bobcats,18,64,0.22,4th of 5,-6.15,92.3,1.4,101.1,-5,107.5,1.4,,B. Bickerstaff (18-64),P. Brezec (4.9),5
ObjectId("5e8d4f75c8dcba66974a3299"),2005-06,NBA,Charlotte Bobcats,26,56,0.317,4th of 5,-3.9,93.4,2.9,102.5,-3.7,106.7,0.5,,B. Bickerstaff (26-56),G. Wallace (6.4),5
ObjectId("5e8d4f75c8dcba66974a329a"),2015-16,NBA,Charlotte Hornets*,48,34,0.585,3rd of 5,2.36,95.7,-0.1,107.1,0.7,104.3,-2.1,Lost E. Conf. 1st Rnd.,S. Clifford (48-34),K. Walker (9.9),5
ObjectId("5e8d4f75c8dcba66974a329b"),2016-17,NBA,Charlotte Hornets,36,46,0.439,4th of 5,-0.07,95.7,-0.7,108.8,0,108.6,-0.2,,S. Clifford (36-46),K. Walker (8.1),5
ObjectId("5e8d4f75c8dcba66974a329c"),2012-13,NBA,Charlotte Bobcats,21,61,0.256,4th of 5,-9.29,91.5,-0.5,101.5,-4.4,111.5,5.6,,M. Dunlap (21-61),K. Walker (4.8),5
ObjectId("5e8d4f75c8dcba66974a329d"),2013-14,NBA,Charlotte Bobcats*,43,39,0.524,3rd of 5,-0.89,92.4,-1.5,103.6,-3.1,103.8,-2.9,Lost E. Conf. 1st Rnd.,S. Clifford (43-39),A. Jefferson (7.8),5
ObjectId("5e8d4f75c8dcba66974a329e"),1996-97,NBA,Charlotte Hornets*,54,28,0.659,4th of 8,2.13,88.6,-1.5,110.9,4.2,108.9,2.2,Lost E. Conf. 1st Rnd.,D. Cowens (54-28),A. Mason (11.4),5
ObjectId("5e8d4f75c8dcba66974a329f"),1995-96,NBA,Charlotte Hornets,41,41,0.5,6th of 8,-0.48,91.6,-0.2,111.2,3.6,111.8,4.2,,A. Bristow (41-41),L. Johnson (10.1),5
ObjectId("5e8d4f75c8dcba66974a32a0"),1994-95,NBA,Charlotte Hornets*,50,32,0.61,2nd of 7,2.87,91.2,-1.7,109.6,1.3,106.1,-2.2,Lost E. Conf. 1st Rnd.,A. Bristow (50-32),A. Mourning (9.4),5
ObjectId("5e8d4f75c8dcba66974a32a1"),2018-19,NBA,Charlotte Hornets,39,43,0.476,2nd of 5,-1.32,98.7,-1.3,111.4,1,112.5,2.1,,J. Borrego (39-43),K. Walker (7.4),5
ObjectId("5e8d4f75c8dcba66974a32a2"),2000-01,NBA,Charlotte Hornets*,46,36,0.561,3rd of 8,1.45,89.4,-1.9,101.8,-1.2,99.5,-3.5,Lost E. Conf. Semis,P. Silas (46-36),B. Davis (8.9),5
ObjectId("5e8d4f75c8dcba66974a32a3"),1993-94,NBA,Charlotte Hornets,41,41,0.5,5th of 7,-0.23,97.5,2.4,108.4,2.1,108.6,2.3,,A. Bristow (41-41),H. Hawkins (6.5),5
ObjectId("5e8d4f75c8dcba66974a32a4"),2001-02,NBA,Charlotte Hornets*,44,38,0.537,2nd of 8,0.57,89.7,-1,104.3,-0.2,103.3,-1.2,Lost E. Conf. Semis,P. Silas (44-38),P. Brown (8.2),5
ObjectId("5e8d4f75c8dcba66974a32a5"),1999-00,NBA,Charlotte Hornets*,49,33,0.598,2nd of 8,2.33,93.9,0.8,104.3,0.2,101.4,-2.7,Lost E. Conf. 1st Rnd.,P. Silas (49-33),E. Jones (10.1),5
