NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE,YEAR,TEAMID,TEAMABRV
3,Brandon Jennings,PG,6-1,170,1989-09-23,US,1,,2010-11,21,MIL
5,Corey Maggette,SF,6-6,218,1979-11-12,US,11,Duke,2010-11,21,MIL
12,Luc Mbah a Moute,PF,6-8,230,1986-09-09,CM,2,UCLA,2010-11,21,MIL
22,Michael Redd,SG,6-6,220,1979-08-24,US,10,Ohio State,2010-11,21,MIL
15,John Salmons,SG,6-7,210,1979-12-12,US,8,Miami (FL),2010-11,21,MIL
8,Larry Sanders,C,6-11,235,1988-11-21,US,R,Virginia Commonwealth,2010-11,21,MIL
54,Brian Skinner,C,6-9,255,1976-05-19,US,12,Baylor,2010-11,21,MIL
41,Garrett Temple,SG,6-5,195,1986-05-08,US,1,LSU,2010-11,21,MIL
6,Andrew Bogut,C,7-0,260,1984-11-28,AU,6,Utah,2011-12,21,MIL
40,Jon Brockman,PF,6-7,255,1987-03-20,US,2,Washington,2011-12,21,MIL
10,Carlos Delfino,SF,6-6,230,1982-08-29,AR,6,,2011-12,21,MIL
17,Mike Dunleavy,SF,6-9,230,1980-09-15,US,9,Duke,2011-12,21,MIL
11,Monta Ellis,SG,6-3,185,1985-10-26,US,6,,2011-12,21,MIL
0,Drew Gooden,C,6-10,250,1981-09-24,US,9,Kansas,2011-12,21,MIL
15,Tobias Harris,SF,6-8,235,1992-07-15,US,R,Tennessee,2011-12,21,MIL
11,Darington Hobson,SG,6-7,210,1987-09-29,US,R,New Mexico,2011-12,21,MIL
7,Ersan Ä°lyasova,PF,6-9,235,1987-05-15,TR,3,,2011-12,21,MIL
5,Stephen Jackson,SF,6-8,218,1978-04-05,US,11,Butler County Community College,2011-12,21,MIL
3,Brandon Jennings,PG,6-1,170,1989-09-23,US,2,,2011-12,21,MIL
30,Jon Leuer,PF,6-10,228,1989-05-14,US,R,Wisconsin,2011-12,21,MIL
9,Shaun Livingston,SG,6-7,192,1985-09-11,US,6,,2011-12,21,MIL
12,Luc Mbah a Moute,PF,6-8,230,1986-09-09,CM,3,UCLA,2011-12,21,MIL
8,Larry Sanders,PF,6-11,235,1988-11-21,US,1,Virginia Commonwealth,2011-12,21,MIL
13,Ekpe Udoh,C,6-10,245,1987-05-20,US,1,"Michigan, Baylor",2011-12,21,MIL
19,Beno Udrih,SG,6-3,205,1982-07-05,SI,7,,2011-12,21,MIL
19,Gustavo AyÃ³n,C,6-10,250,1985-04-01,MX,1,,2012-13,21,MIL
21,Samuel Dalembert,C,6-11,255,1981-05-10,HT,10,Seton Hall,2012-13,21,MIL
6,Marquis Daniels,SF,6-6,200,1981-01-07,US,9,Auburn,2012-13,21,MIL
17,Mike Dunleavy,SF,6-9,230,1980-09-15,US,10,Duke,2012-13,21,MIL
11,Monta Ellis,SG,6-3,185,1985-10-26,US,7,,2012-13,21,MIL
0,Drew Gooden,C,6-10,250,1981-09-24,US,10,Kansas,2012-13,21,MIL
15,Tobias Harris,SF,6-8,235,1992-07-15,US,1,Tennessee,2012-13,21,MIL
31,John Henson,PF,6-9,219,1990-12-28,US,R,UNC,2012-13,21,MIL
7,Ersan Ä°lyasova,PF,6-9,235,1987-05-15,TR,4,,2012-13,21,MIL
3,Brandon Jennings,PG,6-1,170,1989-09-23,US,3,,2012-13,21,MIL
20,Doron Lamb,SG,6-4,210,1991-11-06,US,R,Kentucky,2012-13,21,MIL
12,Luc Mbah a Moute,SF,6-8,230,1986-09-09,CM,4,UCLA,2012-13,21,MIL
10,Joel Przybilla,C,7-1,255,1979-10-10,US,12,Minnesota,2012-13,21,MIL
5,J.J. Redick,SG,6-3,200,1984-06-24,US,6,Duke,2012-13,21,MIL
8,Larry Sanders,C,6-11,235,1988-11-21,US,2,Virginia Commonwealth,2012-13,21,MIL
15,Ish Smith,PG,6-0,175,1988-07-05,US,2,Wake Forest,2012-13,21,MIL
13,Ekpe Udoh,C,6-10,245,1987-05-20,US,2,"Michigan, Baylor",2012-13,21,MIL
19,Beno Udrih,SG,6-3,205,1982-07-05,SI,8,,2012-13,21,MIL
12,Jeff Adrien,PF,6-7,245,1986-02-10,US,3,UConn,2013-14,21,MIL
34,Giannis Antetokounmpo,SF,6-11,242,1994-12-06,GR,R,,2013-14,21,MIL
3,Caron Butler,SF,6-7,228,1980-03-13,US,11,UConn,2013-14,21,MIL
31,John Henson,PF,6-9,219,1990-12-28,US,1,UNC,2013-14,21,MIL
7,Ersan Ä°lyasova,PF,6-9,235,1987-05-15,TR,5,,2013-14,21,MIL
11,Brandon Knight,PG,6-2,195,1991-12-02,US,2,Kentucky,2013-14,21,MIL
0,O.J. Mayo,SG,6-5,210,1987-11-05,US,5,USC,2013-14,21,MIL
22,Khris Middleton,SF,6-7,222,1991-08-12,US,1,Texas A&M,2013-14,21,MIL
18,Tony Mitchell,SF,6-6,216,1989-08-07,US,R,Alabama,2013-14,21,MIL
12,Gary Neal,SG,6-4,210,1984-10-03,US,3,"La Salle, Towson University",2013-14,21,MIL
27,Zaza Pachulia,C,6-11,270,1984-02-10,GE,10,,2013-14,21,MIL
9,Miroslav Raduljica,C,7-0,250,1988-01-05,RS,R,,2013-14,21,MIL
13,Luke Ridnour,PG,6-2,175,1981-02-13,US,10,Oregon,2013-14,21,MIL
8,Larry Sanders,C,6-11,235,1988-11-21,US,3,Virginia Commonwealth,2013-14,21,MIL
13,Ramon Sessions,PG,6-3,190,1986-04-11,US,6,Nevada,2013-14,21,MIL
15,D.J. Stephens,SG,6-5,188,1990-12-19,US,R,Memphis,2013-14,21,MIL
5,Ekpe Udoh,PF,6-10,245,1987-05-20,US,3,"Michigan, Baylor",2013-14,21,MIL
6,Nate Wolters,PG,6-4,190,1991-05-15,US,R,South Dakota State,2013-14,21,MIL
15,Chris Wright,SF,6-8,226,1988-09-30,US,1,Dayton,2013-14,21,MIL
34,Giannis Antetokounmpo,SG,6-11,242,1994-12-06,GR,1,,2014-15,21,MIL
19,Jerryd Bayless,PG,6-3,200,1988-08-20,US,6,Arizona,2014-15,21,MIL
5,Michael Carter-Williams,PG,6-5,190,1991-10-10,US,1,Syracuse,2014-15,21,MIL
9,Jared Dudley,SG,6-6,237,1985-07-10,US,7,Boston College,2014-15,21,MIL
11,Tyler Ennis,PG,6-3,194,1994-08-24,CA,R,Syracuse,2014-15,21,MIL
13,Jorge GutiÃ©rrez,PG,6-3,191,1988-12-27,MX,1,California,2014-15,21,MIL
31,John Henson,C,6-9,219,1990-12-28,US,2,UNC,2014-15,21,MIL
7,Ersan Ä°lyasova,PF,6-9,235,1987-05-15,TR,6,,2014-15,21,MIL
23,Chris Johnson,SF,6-6,206,1990-04-29,US,2,Dayton,2014-15,21,MIL
11,Brandon Knight,PG,6-2,195,1991-12-02,US,3,Kentucky,2014-15,21,MIL
5,Kendall Marshall,PG,6-4,200,1991-08-19,US,2,UNC,2014-15,21,MIL
6,Kenyon Martin,PF,6-9,234,1977-12-30,US,14,Cincinnati,2014-15,21,MIL
0,O.J. Mayo,SG,6-5,210,1987-11-05,US,6,USC,2014-15,21,MIL
22,Khris Middleton,SF,6-7,222,1991-08-12,US,2,Texas A&M,2014-15,21,MIL
3,Johnny O'Bryant,PF,6-9,257,1993-06-01,US,R,LSU,2014-15,21,MIL
27,Zaza Pachulia,C,6-11,270,1984-02-10,GE,11,,2014-15,21,MIL
12,Jabari Parker,PF,6-8,245,1995-03-15,US,R,Duke,2014-15,21,MIL
21,Miles Plumlee,C,6-11,249,1988-09-01,US,2,Duke,2014-15,21,MIL
8,Larry Sanders,C,6-11,235,1988-11-21,US,4,Virginia Commonwealth,2014-15,21,MIL
6,Nate Wolters,PG,6-4,190,1991-05-15,US,1,South Dakota State,2014-15,21,MIL
34,Giannis Antetokounmpo,PG,6-11,242,1994-12-06,GR,2,,2015-16,21,MIL
19,Jerryd Bayless,SG,6-3,200,1988-08-20,US,7,Arizona,2015-16,21,MIL
5,Michael Carter-Williams,PG,6-5,190,1991-10-10,US,2,Syracuse,2015-16,21,MIL
9,Chris Copeland,PF,6-9,239,1984-03-17,US,3,Colorado,2015-16,21,MIL
9,Jared Cunningham,SG,6-4,195,1991-05-22,US,3,Oregon State,2015-16,21,MIL
11,Tyler Ennis,PG,6-3,194,1994-08-24,CA,1,Syracuse,2015-16,21,MIL
31,John Henson,C,6-9,219,1990-12-28,US,3,UNC,2015-16,21,MIL
17,Damien Inglis,SF,6-8,246,1995-05-20,GF,R,,2015-16,21,MIL
3,O.J. Mayo,SG,6-5,210,1987-11-05,US,7,USC,2015-16,21,MIL
22,Khris Middleton,SG,6-7,222,1991-08-12,US,3,Texas A&M,2015-16,21,MIL
15,Greg Monroe,C,6-11,265,1990-06-04,US,5,Georgetown,2015-16,21,MIL
6,Steve Novak,PF,6-10,225,1983-06-13,US,9,Marquette,2015-16,21,MIL
77,Johnny O'Bryant,PF,6-9,257,1993-06-01,US,1,LSU,2015-16,21,MIL
12,Jabari Parker,PF,6-8,245,1995-03-15,US,1,Duke,2015-16,21,MIL
18,Miles Plumlee,C,6-11,249,1988-09-01,US,3,Duke,2015-16,21,MIL
21,Greivis VÃ¡squez,PG,6-6,217,1987-01-16,VE,5,Maryland,2015-16,21,MIL
20,Rashad Vaughn,SG,6-6,202,1996-08-16,US,R,UNLV,2015-16,21,MIL
34,Giannis Antetokounmpo,SF,6-11,242,1994-12-06,GR,3,,2016-17,21,MIL
9,Michael Beasley,PF,6-9,235,1989-01-09,US,8,Kansas State,2016-17,21,MIL
13,Malcolm Brogdon,SG,6-5,229,1992-12-11,US,R,Virginia,2016-17,21,MIL
8,Matthew Dellavedova,PG,6-3,200,1990-09-08,AU,3,Saint Mary's,2016-17,21,MIL
0,Spencer Hawes,PF,7-1,245,1988-04-28,US,9,Washington,2016-17,21,MIL
31,John Henson,C,6-9,219,1990-12-28,US,4,UNC,2016-17,21,MIL
6,Terrence Jones,PF,6-9,252,1992-01-09,US,4,Kentucky,2016-17,21,MIL
7,Thon Maker,C,7-0,221,1997-02-25,SS,R,,2016-17,21,MIL
22,Khris Middleton,SF,6-7,222,1991-08-12,US,4,Texas A&M,2016-17,21,MIL
15,Greg Monroe,C,6-11,265,1990-06-04,US,6,Georgetown,2016-17,21,MIL
6,Steve Novak,PF,6-10,225,1983-06-13,US,10,Marquette,2016-17,21,MIL
12,Jabari Parker,PF,6-8,245,1995-03-15,US,2,Duke,2016-17,21,MIL
0,Gary Payton,PG,6-3,190,1992-12-01,US,R,Oregon State,2016-17,21,MIL
18,Miles Plumlee,C,6-11,249,1988-09-01,US,4,Duke,2016-17,21,MIL
21,Tony Snell,SG,6-6,213,1991-11-10,US,3,New Mexico,2016-17,21,MIL
35,Mirza TeletoviÄ‡,PF,6-9,242,1985-09-18,BA,4,,2016-17,21,MIL
3,Jason Terry,SG,6-2,185,1977-09-15,US,17,Arizona,2016-17,21,MIL
6,Axel Toupane,SF,6-7,197,1992-07-23,FR,1,,2016-17,21,MIL
20,Rashad Vaughn,SG,6-6,202,1996-08-16,US,1,UNLV,2016-17,21,MIL
34,Giannis Antetokounmpo,PF,6-11,242,1994-12-06,GR,4,,2017-18,21,MIL
6,Eric Bledsoe,PG,6-1,205,1989-12-09,US,7,Kentucky,2017-18,21,MIL
24,Joel Bolomboy,PF,6-9,235,1994-01-28,UA,1,Weber State,2017-18,21,MIL
13,Malcolm Brogdon,PG,6-5,229,1992-12-11,US,1,Virginia,2017-18,21,MIL
23,Sterling Brown,SG,6-5,232,1995-02-10,US,R,SMU,2017-18,21,MIL
8,Matthew Dellavedova,PG,6-3,200,1990-09-08,AU,4,Saint Mary's,2017-18,21,MIL
31,John Henson,C,6-9,219,1990-12-28,US,5,UNC,2017-18,21,MIL
11,Brandon Jennings,PG,6-1,170,1989-09-23,US,8,,2017-18,21,MIL
9,Sean Kilpatrick,SG,6-4,210,1990-01-06,US,3,Cincinnati,2017-18,21,MIL
25,DeAndre Liggins,SG,6-6,209,1988-03-31,US,4,Kentucky,2017-18,21,MIL
7,Thon Maker,C,7-0,221,1997-02-25,SS,1,,2017-18,21,MIL
22,Khris Middleton,SF,6-7,222,1991-08-12,US,5,Texas A&M,2017-18,21,MIL
15,Greg Monroe,C,6-11,265,1990-06-04,US,7,Georgetown,2017-18,21,MIL
15,Shabazz Muhammad,SG,6-6,223,1992-11-13,US,4,UCLA,2017-18,21,MIL
0,Xavier Munford,SG,6-2,180,1992-06-01,US,1,Rhode Island,2017-18,21,MIL
12,Jabari Parker,PF,6-8,245,1995-03-15,US,3,Duke,2017-18,21,MIL
0,Gary Payton,PG,6-3,190,1992-12-01,US,1,Oregon State,2017-18,21,MIL
40,Marshall Plumlee,C,7-0,250,1992-07-14,US,1,Duke,2017-18,21,MIL
21,Tony Snell,SG,6-6,213,1991-11-10,US,4,New Mexico,2017-18,21,MIL
35,Mirza TeletoviÄ‡,PF,6-9,242,1985-09-18,BA,5,,2017-18,21,MIL
3,Jason Terry,SG,6-2,185,1977-09-15,US,18,Arizona,2017-18,21,MIL
20,Rashad Vaughn,SG,6-6,202,1996-08-16,US,2,UNLV,2017-18,21,MIL
5,D.J. Wilson,PF,6-10,231,1996-02-19,US,R,Michigan,2017-18,21,MIL
44,Tyler Zeller,C,7-0,253,1990-01-17,US,5,UNC,2017-18,21,MIL
34,Giannis Antetokounmpo,PF,6-11,242,1994-12-06,GR,5,,2018-19,21,MIL
6,Eric Bledsoe,PG,6-1,205,1989-12-09,US,8,Kentucky,2018-19,21,MIL
13,Malcolm Brogdon,SG,6-5,229,1992-12-11,US,2,Virginia,2018-19,21,MIL
23,Sterling Brown,SG,6-5,232,1995-02-10,US,1,SMU,2018-19,21,MIL
7,Isaiah Canaan,PG,6-0,201,1991-05-21,US,5,Murray State,2018-19,21,MIL
50,Bonzie Colson,SF,6-6,224,1996-01-12,US,R,Notre Dame,2018-19,21,MIL
24,Pat Connaughton,SG,6-5,209,1993-01-06,US,3,Notre Dame,2018-19,21,MIL
8,Matthew Dellavedova,PG,6-3,200,1990-09-08,AU,5,Saint Mary's,2018-19,21,MIL
9,Donte DiVincenzo,SG,6-4,203,1997-01-31,US,R,Villanova,2018-19,21,MIL
0,Trevon Duval,PG,6-2,189,1998-08-03,US,R,Duke,2018-19,21,MIL
12,Tim Frazier,PG,6-0,170,1990-11-01,US,4,Penn State,2018-19,21,MIL
17,Pau Gasol,C,7-0,250,1980-07-06,ES,17,,2018-19,21,MIL
31,John Henson,C,6-9,219,1990-12-28,US,6,UNC,2018-19,21,MIL
3,George Hill,PG,6-3,188,1986-05-04,US,10,IUPUI,2018-19,21,MIL
77,Ersan Ä°lyasova,PF,6-9,235,1987-05-15,TR,10,,2018-19,21,MIL
11,Brook Lopez,C,7-0,270,1988-04-01,US,10,Stanford,2018-19,21,MIL
7,Thon Maker,C,7-0,221,1997-02-25,SS,2,,2018-19,21,MIL
22,Khris Middleton,SF,6-7,222,1991-08-12,US,6,Texas A&M,2018-19,21,MIL
41,Nikola MirotiÄ‡,PF,6-10,250,1991-02-11,ME,4,,2018-19,21,MIL
30,Jaylen Morris,SG,6-5,185,1995-09-19,US,1,Molloy,2018-19,21,MIL
20,Jason Smith,PF,7-0,240,1986-03-02,US,10,Colorado State,2018-19,21,MIL
21,Tony Snell,SF,6-6,213,1991-11-10,US,5,New Mexico,2018-19,21,MIL
5,D.J. Wilson,PF,6-10,231,1996-02-19,US,1,Michigan,2018-19,21,MIL
35,Christian Wood,PF,6-10,214,1995-09-27,US,2,UNLV,2018-19,21,MIL
9.0,Wesley Matthews,SG,6-4,220,1986-10-14,US,10,Marquette,2019-20,21,MIL
11.0,Brook Lopez,C,7-0,270,1988-04-01,US,11,Stanford,2019-20,21,MIL
24.0,Pat Connaughton,SG,6-5,209,1993-01-06,US,4,Notre Dame,2019-20,21,MIL
42.0,Robin Lopez,C,7-0,275,1988-04-01,US,11,Stanford,2019-20,21,MIL
0.0,Donte DiVincenzo,SG,6-4,203,1997-01-31,US,1,Villanova,2019-20,21,MIL
34.0,Giannis Antetokounmpo,PF,6-11,242,1994-12-06,GR,6,,2019-20,21,MIL
6.0,Eric Bledsoe,PG,6-1,205,1989-12-09,US,9,Kentucky,2019-20,21,MIL
7.0,Ersan Ä°lyasova,PF,6-9,235,1987-05-15,TR,11,,2019-20,21,MIL
22.0,Khris Middleton,SF,6-7,222,1991-08-12,US,7,Texas A&M,2019-20,21,MIL
3.0,George Hill,PG,6-3,188,1986-05-04,US,11,IUPUI,2019-20,21,MIL
26.0,Kyle Korver,SF,6-7,212,1981-03-17,US,16,Creighton,2019-20,21,MIL
23.0,Sterling Brown,SF,6-5,232,1995-02-10,US,2,SMU,2019-20,21,MIL
5.0,D.J. Wilson,PF,6-10,231,1996-02-19,US,2,Michigan,2019-20,21,MIL
43.0,Thanasis Antetokounmpo,SF,6-6,205,1992-07-18,GR,1,,2019-20,21,MIL
20.0,Marvin Williams,PF,6-8,237,1986-06-19,US,14,UNC,2019-20,21,MIL
15.0,Frank Mason III (TW),PG,5-11,190,1994-04-03,US,2,Kansas,2019-20,21,MIL
,Cameron Reynolds (TW),G,6-7,225,1995-02-07,US,1,Tulane,2019-20,21,MIL
1.0,Adrian Branch,SF,6-7,185,1963-11-17,US,3,Maryland,1989-90,22,MIN
45.0,Randy Breuer,C,7-3,230,1960-10-11,US,6,Minnesota,1989-90,22,MIN
19.0,Tony Campbell,SG,6-7,215,1962-05-07,US,5,Ohio State,1989-90,22,MIN
23.0,Tyrone Corbin,SF,6-6,210,1962-12-31,US,4,DePaul,1989-90,22,MIN
33.0,Steve Johnson,C,6-10,235,1957-11-03,US,8,Oregon State,1989-90,22,MIN
52.0,Gary Leonard,C,7-1,250,1967-02-16,US,R,Missouri,1989-90,22,MIN
54.0,Brad Lohaus,PF,6-11,230,1964-09-29,US,2,Iowa,1989-90,22,MIN
35.0,Sidney Lowe,PG,6-0,195,1960-01-21,US,3,NC State,1989-90,22,MIN
42.0,Sam Mitchell,PF,6-6,210,1963-09-02,US,R,Mercer University,1989-90,22,MIN
4.0,Tod Murphy,C,6-9,220,1963-12-24,US,1,"University of California, Irvine",1989-90,22,MIN
24.0,Pooh Richardson,PG,6-1,180,1966-05-14,US,R,UCLA,1989-90,22,MIN
3.0,Scott Roth,SF,6-8,212,1963-06-03,US,2,Wisconsin,1989-90,22,MIN
15.0,Donald Royal,SF,6-8,210,1966-05-22,US,R,Notre Dame,1989-90,22,MIN
2.0,Brad Sellers,PF,7-0,210,1962-12-17,US,3,"Wisconsin, Ohio State",1989-90,22,MIN
5.0,Doug West,SG,6-6,200,1967-05-27,US,R,Villanova,1989-90,22,MIN
45.0,Randy Breuer,C,7-3,230,1960-10-11,US,7,Minnesota,1990-91,22,MIN
1.0,Scott Brooks,PG,5-11,165,1965-07-31,US,2,"TCU, University of California, Irvine",1990-91,22,MIN
19.0,Tony Campbell,SG,6-7,215,1962-05-07,US,6,Ohio State,1990-91,22,MIN
33.0,Richard Coffey,SF,6-6,212,1965-09-02,US,R,Minnesota,1990-91,22,MIN
23.0,Tyrone Corbin,SF,6-6,210,1962-12-31,US,5,DePaul,1990-91,22,MIN
22.0,Gerald Glass,SF,6-5,221,1967-11-12,US,R,"Delta State University, Ole Miss",1990-91,22,MIN
52.0,Dan Godfread,C,6-10,250,1967-06-14,US,R,University of Evansville,1990-91,22,MIN
42.0,Sam Mitchell,PF,6-6,210,1963-09-02,US,1,Mercer University,1990-91,22,MIN
4.0,Tod Murphy,PF,6-9,220,1963-12-24,US,2,"University of California, Irvine",1990-91,22,MIN
24.0,Pooh Richardson,PG,6-1,180,1966-05-14,US,1,UCLA,1990-91,22,MIN
50.0,Felton Spencer,C,7-0,265,1968-01-15,US,R,Louisville,1990-91,22,MIN
20.0,Jim Thomas,SG,6-3,190,1960-10-19,US,3,Indiana,1990-91,22,MIN
25.0,Bob Thornton,PF,6-10,225,1962-07-10,US,5,"University of California, Irvine",1990-91,22,MIN
5.0,Doug West,SG,6-6,200,1967-05-27,US,1,Villanova,1990-91,22,MIN
41.0,Thurl Bailey,PF,6-11,215,1961-04-07,US,8,NC State,1991-92,22,MIN
45.0,Randy Breuer,C,7-3,230,1960-10-11,US,8,Minnesota,1991-92,22,MIN
1.0,Scott Brooks,PG,5-11,165,1965-07-31,US,3,"TCU, University of California, Irvine",1991-92,22,MIN
34.0,Myron Brown,PG,6-3,180,1969-11-03,US,R,Slippery Rock University of Pennsylvania,1991-92,22,MIN
19.0,Tony Campbell,SF,6-7,215,1962-05-07,US,7,Ohio State,1991-92,22,MIN
23.0,Tyrone Corbin,SF,6-6,210,1962-12-31,US,6,DePaul,1991-92,22,MIN
32.0,Tellis Frank,PF,6-10,225,1965-04-26,US,3,Western Kentucky,1991-92,22,MIN
22.0,Tom Garrick,SG,6-2,185,1966-07-07,US,3,Rhode Island,1991-92,22,MIN
4.0,Gerald Glass,SF,6-5,221,1967-11-12,US,1,"Delta State University, Ole Miss",1991-92,22,MIN
13.0,Luc Longley,C,7-2,265,1969-01-19,AU,R,New Mexico,1991-92,22,MIN
42.0,Sam Mitchell,PF,6-6,210,1963-09-02,US,2,Mercer University,1991-92,22,MIN
9.0,Tod Murphy,PF,6-9,220,1963-12-24,US,3,"University of California, Irvine",1991-92,22,MIN
52.0,Mark Randall,PF,6-8,235,1967-09-30,US,R,Kansas,1991-92,22,MIN
24.0,Pooh Richardson,PG,6-1,180,1966-05-14,US,2,UCLA,1991-92,22,MIN
50.0,Felton Spencer,C,7-0,265,1968-01-15,US,1,Louisville,1991-92,22,MIN
5.0,Doug West,SG,6-6,200,1967-05-27,US,2,Villanova,1991-92,22,MIN
41.0,Thurl Bailey,PF,6-11,215,1961-04-07,US,9,NC State,1992-93,22,MIN
21.0,Lance Blanks,SG,6-4,190,1966-09-09,US,2,"Virginia, Texas",1992-93,22,MIN
4.0,Gerald Glass,SF,6-5,221,1967-11-12,US,2,"Delta State University, Ole Miss",1992-93,22,MIN
32.0,Christian Laettner,PF,6-11,235,1969-08-17,US,R,Duke,1992-93,22,MIN
13.0,Luc Longley,C,7-2,265,1969-01-19,AU,1,New Mexico,1992-93,22,MIN
25.0,Marlon Maxey,PF,6-8,250,1969-02-19,US,R,"Minnesota, Texas-El Paso",1992-93,22,MIN
30.0,Bob McCann,SF,6-6,244,1964-04-22,US,2,"Upsala College, Morehead State University",1992-93,22,MIN
45.0,Chuck Person,SF,6-8,220,1964-06-27,US,6,Auburn,1992-93,22,MIN
52.0,Mark Randall,PF,6-8,235,1967-09-30,US,1,Kansas,1992-93,22,MIN
4.0,Brad Sellers,PF,7-0,210,1962-12-17,US,5,"Wisconsin, Ohio State",1992-93,22,MIN
3.0,Chris Smith,SG,6-3,190,1970-05-17,US,R,UConn,1992-93,22,MIN
50.0,Felton Spencer,C,7-0,265,1968-01-15,US,2,Louisville,1992-93,22,MIN
2.0,Gundars VÄ“tra,SF,6-6,195,1967-05-22,LV,R,,1992-93,22,MIN
5.0,Doug West,SG,6-6,200,1967-05-27,US,3,Villanova,1992-93,22,MIN
24.0,Micheal Williams,PG,6-2,175,1966-07-23,US,4,Baylor,1992-93,22,MIN
41.0,Thurl Bailey,PF,6-11,215,1961-04-07,US,10,NC State,1993-94,22,MIN
40.0,Mike Brown,C,6-9,257,1963-07-19,US,7,George Washington,1993-94,22,MIN
23.0,Brian Davis,SF,6-7,200,1970-06-21,US,R,Duke,1993-94,22,MIN
30.0,Tellis Frank,PF,6-10,225,1965-04-26,US,4,Western Kentucky,1993-94,22,MIN
51.0,AndrÃ©s Guibert,C,6-10,225,1968-10-28,CU,R,,1993-94,22,MIN
7.0,Stanley Jackson,SG,6-3,185,1970-10-10,US,R,University of Alabama at Birmingham,1993-94,22,MIN
21.0,Stacey King,C,6-11,230,1967-01-29,US,4,Oklahoma,1993-94,22,MIN
32.0,Christian Laettner,PF,6-11,235,1969-08-17,US,1,Duke,1993-94,22,MIN
13.0,Luc Longley,C,7-2,265,1969-01-19,AU,2,New Mexico,1993-94,22,MIN
25.0,Marlon Maxey,PF,6-8,250,1969-02-19,US,1,"Minnesota, Texas-El Paso",1993-94,22,MIN
45.0,Chuck Person,SF,6-8,220,1964-06-27,US,7,Auburn,1993-94,22,MIN
34.0,Isaiah Rider,SG,6-5,215,1971-03-12,US,R,UNLV,1993-94,22,MIN
3.0,Chris Smith,PG,6-3,190,1970-05-17,US,1,UConn,1993-94,22,MIN
5.0,Doug West,SG,6-6,200,1967-05-27,US,4,Villanova,1993-94,22,MIN
12.0,Corey Williams,PG,6-2,190,1970-04-24,US,1,Oklahoma State,1993-94,22,MIN
4.0,Micheal Williams,PG,6-2,175,1966-07-23,US,5,Baylor,1993-94,22,MIN
40.0,Mike Brown,C,6-9,257,1963-07-19,US,8,George Washington,1994-95,22,MIN
30.0,Pat Durham,SF,6-7,210,1967-03-10,US,1,Colorado State,1994-95,22,MIN
10.0,Howard Eisley,PG,6-2,177,1972-12-04,US,R,Boston College,1994-95,22,MIN
44.0,Greg Foster,PF,6-11,240,1968-10-03,US,4,"UCLA, Texas-El Paso",1994-95,22,MIN
22.0,Winston Garland,PG,6-2,170,1964-12-19,US,6,Missouri State University,1994-95,22,MIN
24.0,Tom Gugliotta,SF,6-10,240,1969-12-19,US,2,NC State,1994-95,22,MIN
51.0,AndrÃ©s Guibert,PF,6-10,225,1968-10-28,CU,1,,1994-95,22,MIN
2.0,Askia Jones,SG,6-5,200,1971-12-03,US,R,Kansas State,1994-95,22,MIN
21.0,Stacey King,PF,6-11,230,1967-01-29,US,5,Oklahoma,1994-95,22,MIN
32.0,Christian Laettner,C,6-11,235,1969-08-17,US,2,Duke,1994-95,22,MIN
42.0,Donyell Marshall,SF,6-9,218,1973-05-18,US,R,UConn,1994-95,22,MIN
15.0,Darrick Martin,PG,5-11,170,1971-03-06,US,R,UCLA,1994-95,22,MIN
34.0,Isaiah Rider,SG,6-5,215,1971-03-12,US,1,UNLV,1994-95,22,MIN
45.0,Sean Rooks,C,6-10,250,1969-09-09,US,2,Arizona,1994-95,22,MIN
17.0,Charles Shackleford,PF,6-10,225,1966-04-22,US,4,NC State,1994-95,22,MIN
3.0,Chris Smith,SG,6-3,190,1970-05-17,US,2,UConn,1994-95,22,MIN
5.0,Doug West,SG,6-6,200,1967-05-27,US,5,Villanova,1994-95,22,MIN
4.0,Micheal Williams,PG,6-2,175,1966-07-23,US,6,Baylor,1994-95,22,MIN
53.0,Jerome Allen,SG,6-4,184,1973-01-28,US,R,University of Pennsylvania,1995-96,22,MIN
33.0,Marques Bragg,PF,6-8,230,1970-03-24,US,R,Providence,1995-96,22,MIN
7.0,Mark Davis,SF,6-7,210,1973-04-26,US,R,"Howard College, Texas Tech",1995-96,22,MIN
21.0,Kevin Garnett,SF,6-11,240,1976-05-19,US,R,,1995-96,22,MIN
24.0,Tom Gugliotta,PF,6-10,240,1969-12-19,US,3,NC State,1995-96,22,MIN
32.0,Christian Laettner,C,6-11,235,1969-08-17,US,3,Duke,1995-96,22,MIN
28.0,Andrew Lang,C,6-11,245,1966-06-28,US,7,Arkansas,1995-96,22,MIN
15.0,Darrick Martin,PG,5-11,170,1971-03-06,US,1,UCLA,1995-96,22,MIN
42.0,Sam Mitchell,SF,6-6,210,1963-09-02,US,6,Mercer University,1995-96,22,MIN
30.0,Terry Porter,PG,6-3,195,1963-04-08,US,10,University of Wisconsin-Stevens Point,1995-96,22,MIN
34.0,Isaiah Rider,SG,6-5,215,1971-03-12,US,2,UNLV,1995-96,22,MIN
40.0,Eric Riley,C,7-0,245,1970-06-02,US,2,Michigan,1995-96,22,MIN
45.0,Sean Rooks,C,6-10,250,1969-09-09,US,3,Arizona,1995-96,22,MIN
